	Text	Topic	TextSrcInre	Para_No	ADU_Type	labelValue	Features
6058	Therefore, these subjects might fulfil the students' ability.	Schools should only teach children the academic subject	Therefore, these subjects might fulfil the students' ability.	3.0	ADU	2	Conclusion , Body
2840	You are free to have visits at any time or to be left alone if you want.	Apartments vs dormitories at university	You are free to have visits at any time or to be left alone if you want.	2.0	ADU	3	Elaboration , Body
5924	The main advantage is that technology has enabled people stay in contact with each other more closely.	Man to man interaction changed	The main advantage is that technology has enabled people stay in contact with each other more closely.	2.0	ADU	2	Elaboration , Body
4713	In every country, people do dance for fun, for entertrain, and for decrease a stress.	Dancing plays an important role in a culture.	In every country, people do dance for fun, for entertrain, and for decrease a stress.	1.0	Non-ADU	0	Elaboration , Introduction
696	South African national and traditional songs were played in the streets throughout the night.	Sporting events easing international tensions, releasing patriotic feelings	South African national and traditional songs were played in the streets throughout the night.	3.0	ADU	3	Elaboration , Body
4048	Of course living in a city is more expensive, but incomes are higher too.	Life in  a city is much better than life in the countryside	Of course living in a city is more expensive, but incomes are higher too.	3.0	ADU	3	Rebuttal , Body
6205	There is no doubt that some behaviors of the tourists are not welcome in the local area.	International tourism leads to both - tension and understanding	There is no doubt that some behaviors of the tourists are not welcome in the local area.	2.0	ADU	2	Transition , Body
5110	Secondly, professors should fully use the research-friendly environment provided by universities.	Professors should do more research or teach students?	Secondly, professors should fully use the research-friendly environment provided by universities.	3.0	ADU	2	MainIdea , Body
4174	Because he has many experiences, I could save enormous time in finding solution.	Choosing the job that is similar to parents' jobs could benefit to one's career	Because he has many experiences, I could save enormous time in finding solution.	2.0	ADU	3	Elaboration , Body
3121	Besides, all the learners are probably from the same country, so all these people most likely have learned the language, more or less, in the same way.	Where to learn a new language?	Besides, all the learners are probably from the same country, so all these people most likely have learned the language, more or less, in the same way.	2.0	ADU	3	Transition , Body
2916	Thus, museums can help us know the history and the customs of a new place.	Why people visit museums?	Thus, museums can help us know the history and the customs of a new place.	2.0	ADU	2	Transition , Body
1553	The fact is that such news media as televisions, radios, or newspapers are bringing many news on entertainment sector from all over the world to everybody.	The popularity of news media	The fact is that such news media as televisions, radios, or newspapers are bringing many news on entertainment sector from all over the world to everybody.	2.0	ADU	3	Prompt , Body
3978	Without their research, there will be no new technologies come out quickly.	Should professors doing more research or educating students more?	Without their research, there will be no new technologies come out quickly.	4.0	ADU	2	Transition , Body
2264	Nowadays, both male and female students are equally competitive to each other and deserve to produce impressive results in various field of education.	Every student either male or female should be given equal opportunity	Nowadays, both male and female students are equally competitive to each other and deserve to produce impressive results in various field of education.	2.0	ADU	3	Prompt , Body
346	The story delivers a desired call to drink that soft drink that people tend to drink when the weather is too hot.	Advertisements affects on consumer goods	The story delivers a desired call to drink that soft drink that people tend to drink when the weather is too hot.	2.0	ADU	3	Elaboration , Body
2107	Hence, from this case we are capable of stating that keeping our pace higher is important.	Living in a higher pace is better	Hence, from this case we are capable of stating that keeping our pace higher is important.	3.0	ADU	2	Transition , Body
3942	However, standardized tests offer them such chance.	Students should be required to take regular standardized tests	However, standardized tests offer them such chance.	3.0	ADU	3	Elaboration , Body
4552	"TV has adverse effects on friends and family

Nowdays there are different resources to entertain, educate and inform people."	TV has adverse effects on friends and family	"TV has adverse effects on friends and family

Nowdays there are different resources to entertain, educate and inform people."	0.0	Non-ADU	0	Prompt , Introduction
3101	The reasons are based on the following aspects.	Farmland, housing and industry or saving land for animals?	The reasons are based on the following aspects.	1.0	Non-ADU	0	Elaboration , Introduction
6705	Consequently, a great deal of crime coverage is rather biased, exaggerated or fraudulent, which only result to terrorize communities and leave law-aiding people increasingly apprehensive of about crimes.	Detailed description of crimes on newspaper and TV can have bad consequences on society	Consequently, a great deal of crime coverage is rather biased, exaggerated or fraudulent, which only result to terrorize communities and leave law-aiding people increasingly apprehensive of about crimes.	2.0	ADU	2	Transition , Introduction
4851	Thus, after work, I always do exercise, and jogging is my favorite sport.	Best ways of reducing stress: listening to music, exercise, meditation	Thus, after work, I always do exercise, and jogging is my favorite sport.	3.0	ADU	3	Elaboration , Body
87	It makes us more open, and willing to accept different ideas and thoughts.	Studies abroad and the cultural aspect of the experience	It makes us more open, and willing to accept different ideas and thoughts.	4.0	ADU	3	Elaboration , Body
465	Why and why not?	Do married women usually work? Why and why not?	Why and why not?	0.0	Non-ADU	0	Prompt , Introduction
2357	Consider a circumstance in which a student who is a member of jazz ensemble in their school.	Improving facilities is the best way	Consider a circumstance in which a student who is a member of jazz ensemble in their school.	3.0	ADU	3	Prompt , Body
1421	It is better for children to grow up in the countryside than in a big city?	It is better for children to grow up in the countryside than in a big city?	It is better for children to grow up in the countryside than in a big city?	0.0	Non-ADU	0	Prompt , Introduction
1393	In this context, the public's money is spent worthlessly.	Giving mobile phones to the unemployed	In this context, the public's money is spent worthlessly.	4.0	ADU	3	Elaboration , Body
3153	If the student get involved himself in job in rest of the time, then it would cause an extra burden on them.	Do you think it is good for teenagers to work while schooling?	If the student get involved himself in job in rest of the time, then it would cause an extra burden on them.	2.0	ADU	2	Elaboration , Body
2900	The most important of all is that the essence of coverage accurate and not based on gossip.	Overemphasizing on personal lives of famous people by media	The most important of all is that the essence of coverage accurate and not based on gossip.	2.0	ADU	3	Elaboration , Body
2069	If you are not able to handle your jobs, then someone will replace you right away.	People are put too much focus on making wealth and progress in technology	If you are not able to handle your jobs, then someone will replace you right away.	2.0	ADU	3	Transition , Body
6147	It is certainly clear that the advantages of early introduction of foreign language outweigh its disadvantages.	Foreign language instruction should begin in kindergarten	It is certainly clear that the advantages of early introduction of foreign language outweigh its disadvantages.	3.0	ADU	2	Prompt , Body
157	In order to tackle the problem, governments have to turn people' attention on public vehicles to reduce cars and motorbikes.	Should governments spend more money on improving roads and highways	In order to tackle the problem, governments have to turn people' attention on public vehicles to reduce cars and motorbikes.	3.0	ADU	2	Prompt , Body
351	When a product is commonly used, it becomes trustworthy for the society, no matter what quality it is.	Advertisements affects on consumer goods	When a product is commonly used, it becomes trustworthy for the society, no matter what quality it is.	3.0	ADU	3	Elaboration , Body
2955	There may be a great number of job vacancies in the need of opening the new stores in the shopping mall.	I believe it is a good idea to build a large shopping center in our community	There may be a great number of job vacancies in the need of opening the new stores in the shopping mall.	3.0	ADU	3	Transition , Body
3460	Some people prefer to live in tall buildings and crowded areas, whereas others prefer to live in a small and calm town.	Living in smal towns	Some people prefer to live in tall buildings and crowded areas, whereas others prefer to live in a small and calm town.	1.0	Non-ADU	0	Elaboration , Introduction
2173	This situation becomes lifestyle habits, and nowadays human activities are influenced by computer use.	Nowadays human activities are influenced by computer use	This situation becomes lifestyle habits, and nowadays human activities are influenced by computer use.	4.0	ADU	3	Prompt , Conclusion
733	A university, in common sense, is a medium for conveying or providing access to knowledge.	True function of a university	A university, in common sense, is a medium for conveying or providing access to knowledge.	2.0	ADU	2	Prompt , Body
4693	Actually what is the best way to learn responsibility?	Children managing their own money - best way to learn responsibility	Actually what is the best way to learn responsibility?	1.0	Non-ADU	0	Prompt , Introduction
2673	However, the biggest concern is the effect on global warming.	Cheap air travel should be encouraged?	However, the biggest concern is the effect on global warming.	3.0	ADU	3	Rebuttal , Body
932	It is only due to their teamwork that they are able to catch a prey and make task easy.	Competition or co-operation-which is better	It is only due to their teamwork that they are able to catch a prey and make task easy.	2.0	ADU	3	Elaboration , Body
6472	In addition, it will be of economic benefit to pre-empt certain kinds of diseases.	Prevention is better than cure	In addition, it will be of economic benefit to pre-empt certain kinds of diseases.	3.0	ADU	2	Transition , Body
1158	Yet everything has it upside and downside, women should find the best way to overcome such challenges.	Nowadays there are more opportunities for women than there were in the past	Yet everything has it upside and downside, women should find the best way to overcome such challenges.	4.0	Non-ADU	0	Suggestion , Body
4985	Learning foreign language form another country is better choice for me to study language.	Learning a foreign language in my own country or another country	Learning foreign language form another country is better choice for me to study language.	4.0	ADU	1	Prompt , Conclusion
3337	People are corrupting their ecosphere.	Some people believe that the Earth is being harmed by human	People are corrupting their ecosphere.	2.0	ADU	2	Prompt , Body
6049	Although I accept that students have to study many subjects in school, I disagree with the idea that unimportant subjects such as music and sports should be got rid of the program.	Schools should only teach children the academic subject	Although I accept that students have to study many subjects in school, I disagree with the idea that unimportant subjects such as music and sports should be got rid of the program.	1.0	ADU	1	Thesis , Introduction
5035	"Some people prefer to work for a large company

Companies vary from small to large ones based on the context, success and needs of their work."	Some people prefer to work for a large company	"Some people prefer to work for a large company

Companies vary from small to large ones based on the context, success and needs of their work."	0.0	Non-ADU	0	Prompt , Introduction
756	To begin with, distance-learning brings significant convenience for students in every corner of the world.	Distance-learning vs. attending school in person	To begin with, distance-learning brings significant convenience for students in every corner of the world.	2.0	ADU	2	Transition , Body
1656	However, it would be wrong to say that one's success completely depends on the education he or she receives at the institutions.	University education is needed for success	However, it would be wrong to say that one's success completely depends on the education he or she receives at the institutions.	5.0	ADU	1	Elaboration , Conclusion
5338	Although I conceded technology may make people's life complicated in some aspects, the convenience it brings is more.	Technology makes people's lives simpler rather than complicated	Although I conceded technology may make people's life complicated in some aspects, the convenience it brings is more.	1.0	ADU	1	Prompt , Introduction
5430	And I have had 0 in physics score when I study the electronics.	It is not necessary for university students to attend classes	And I have had 0 in physics score when I study the electronics.	2.0	ADU	3	Elaboration , Body
4159	He used his car to drive to the other end of the country, worked there during the week and came home for the weekend.	People are now able to overcome long distances in a short amount of time	He used his car to drive to the other end of the country, worked there during the week and came home for the weekend.	3.0	ADU	3	Elaboration , Body
4129	Thirdly, when you write an e-mail you have enough time to think carefully about what you are writing and how it would be better to express yourself.	Communicating via e-mail and voice mail vs Telephone and face-to face	Thirdly, when you write an e-mail you have enough time to think carefully about what you are writing and how it would be better to express yourself.	4.0	ADU	2	Thesis , Body
3745	They always make their children basically say thanks and apology in the right way.	Are parents best teachers?	They always make their children basically say thanks and apology in the right way.	3.0	ADU	3	Elaboration , Body
3102	First, land used for farmland, housing and industry can benefit more to the whole society.	Farmland, housing and industry or saving land for animals?	First, land used for farmland, housing and industry can benefit more to the whole society.	2.0	ADU	3	Prompt , Body
811	Also, they have this chance to sell their important matches tickets.	Universities should give money to sport activities or libraries	Also, they have this chance to sell their important matches tickets.	3.0	ADU	3	Elaboration , Body
4979	For instance, English school in outside my home country, there are many people that come from different places and from different languages.	Learning a foreign language in my own country or another country	For instance, English school in outside my home country, there are many people that come from different places and from different languages.	3.0	ADU	3	Transition , Body
167	The more we practice, the better we feel.	Physical exercise	The more we practice, the better we feel.	2.0	ADU	3	Elaboration , Body
3312	Averagely, public transports use much less gasoline to carry people than private cars.	Improve roads or public transports	Averagely, public transports use much less gasoline to carry people than private cars.	3.0	ADU	3	Prompt , Body
6606	However, in my opinion, the classmates should be regarded as the most important influence on individual achievements.	Classmates' impacts on children's performance at school	However, in my opinion, the classmates should be regarded as the most important influence on individual achievements.	1.0	ADU	1	Elaboration , Introduction
1057	As a result, people nowadays just spend one hour to prepare a meal instead of two, even three hours like in the last 10 years.	People will spend less time on cooking food	As a result, people nowadays just spend one hour to prepare a meal instead of two, even three hours like in the last 10 years.	2.0	ADU	3	Transition , Body
3740	First, children are taught basic things, which influence their whole life, by their parents.	Are parents best teachers?	First, children are taught basic things, which influence their whole life, by their parents.	2.0	ADU	2	Prompt , Body
1244	Admittedly, art, to some extent, serve a valuable function about enriching one's daily lives, for example, it could bring release one's heavy burden of study pressure and refresh human bodies through a hard day from work.	Do arts and music improve the quality of life?	Admittedly, art, to some extent, serve a valuable function about enriching one's daily lives, for example, it could bring release one's heavy burden of study pressure and refresh human bodies through a hard day from work.	3.0	ADU	2	Support , Body
5169	Finally I got 1st rank in final exam.	Classroom learnng vs online education	Finally I got 1st rank in final exam.	2.0	ADU	3	Transition , Body
1729	It is suggested that companies in developed countries ought to reduce their price of medicines to avoid such unnecessary deaths.	Should the cost of medicines be reduced?	It is suggested that companies in developed countries ought to reduce their price of medicines to avoid such unnecessary deaths.	1.0	Non-ADU	0	Suggestion , Introduction
3296	On the other hand, growing of cheap flights really have negative impact on environment.	Cheap air travel should be encouraged?	On the other hand, growing of cheap flights really have negative impact on environment.	3.0	ADU	2	Transition , Body
6771	For example, a girl, who is interested in literature, is arranged into an engineering department, but she is unlikely to focus on her subject, and this also can block the girl's future development and career prospect.	We can not forcedly put the same numbers of males and females into every subject	For example, a girl, who is interested in literature, is arranged into an engineering department, but she is unlikely to focus on her subject, and this also can block the girl's future development and career prospect.	3.0	ADU	3	Transition , Body
4119	It is because television not only makes people be obsessed with it but also makes their mouth close.	Television has more bad than good in respect of bonds with family and friends	It is because television not only makes people be obsessed with it but also makes their mouth close.	4.0	ADU	2	Transition , Conclusion
6332	Automatically, the issue stimulates the stakeholders from many places to think what kind of preparations they should take for stabilising the economic growth and the quality life of people.	The gender issue for getting education needs	Automatically, the issue stimulates the stakeholders from many places to think what kind of preparations they should take for stabilising the economic growth and the quality life of people.	2.0	ADU	2	Elaboration , Body
3297	Apparently, more flights could mean bigger and busier airport that may be grown the air pollution for people who live and work close to it.	Cheap air travel should be encouraged?	Apparently, more flights could mean bigger and busier airport that may be grown the air pollution for people who live and work close to it.	3.0	ADU	3	Prompt , Body
1732	With advanced technology, the developed world has achieved remarkable breakthroughs in making medicines, which can cure a variety of serious illnesses.	Should the cost of medicines be reduced?	With advanced technology, the developed world has achieved remarkable breakthroughs in making medicines, which can cure a variety of serious illnesses.	2.0	ADU	3	Prompt , Body
4937	Because, classroom could provide real actual example to make students more understand in their subject.	Should replace normal classroom with online computer classes?	Because, classroom could provide real actual example to make students more understand in their subject.	5.0	ADU	3	Support , Conclusion
3794	It enables the jobless to better their life and earn a living.	Businesses had better not employ the workers for the whole of their life	It enables the jobless to better their life and earn a living.	4.0	ADU	3	Prompt , Body
4305	Take global warming for example, when the temperature increases, the whole globe is affected, suffering the hotter weather together.	Environmental protection vs Economic developments	Take global warming for example, when the temperature increases, the whole globe is affected, suffering the hotter weather together.	3.0	ADU	3	Support , Body
970	For example, if an individual murders someone for self-defense, then such a crime is not heinous.	Capital punishment - necessary or not	For example, if an individual murders someone for self-defense, then such a crime is not heinous.	5.0	ADU	3	Transition , Body
1075	In such case, the relative importance of traditional games and modern games in children's developments of skills has become a frequent topic of discussion.	Traditional games or modern games in developing children's skills	In such case, the relative importance of traditional games and modern games in children's developments of skills has become a frequent topic of discussion.	1.0	Non-ADU	0	Prompt , Introduction
1755	For instance, the Brunei government had recently enforced a law against smoking in public areas such as cafés, hospital and shopping street.	Prohibit public smoking?	For instance, the Brunei government had recently enforced a law against smoking in public areas such as cafés, hospital and shopping street.	3.0	ADU	3	Transition , Body
3578	"Smoking should not be promitted in restaurants or other public places

Smoking brings a person great enjoyment and relief."	Smoking should not be promitted in restaurants or other public places	"Smoking should not be promitted in restaurants or other public places

Smoking brings a person great enjoyment and relief."	0.0	Non-ADU	0	Prompt , Introduction
5243	During running for 20 Kilometers in a marathon running tournament 2014, I saw some people stopped running while the others fought until their last minute.	Keep trying and never stop working for your goals	During running for 20 Kilometers in a marathon running tournament 2014, I saw some people stopped running while the others fought until their last minute.	1.0	Non-ADU	0	Transition , Introduction
4269	Second, music and art are life-long cultivation worthy of investing.	Should we require our young children to learn music and art	Second, music and art are life-long cultivation worthy of investing.	3.0	ADU	3	Prompt , Body
6560	"Negative effects of technological process

It is undeniable that technological process has brought numerous benefits making human life become more and more comfortable and easy."	Negative effects of technological process	"Negative effects of technological process

It is undeniable that technological process has brought numerous benefits making human life become more and more comfortable and easy."	0.0	Non-ADU	0	Prompt , Introduction
4025	There are many more facts have improved that people with politeness are easily to be succeed, because from their behaviors, they made their partners or opponents to find their own individual dignity.	A man 's manner is a mirror that reflects his virtues	There are many more facts have improved that people with politeness are easily to be succeed, because from their behaviors, they made their partners or opponents to find their own individual dignity.	3.0	ADU	3	Elaboration , Body
373	Mobile phones are not out of expectation.	Effects of mobile phones	Mobile phones are not out of expectation.	2.0	Non-ADU	0	Prompt , Body
4852	I feel that after working out, I am easily to fall asleep.	Best ways of reducing stress: listening to music, exercise, meditation	I feel that after working out, I am easily to fall asleep.	3.0	ADU	3	Elaboration , Body
3802	Every action we make are watched closely and judged by the community.	Childhood is the happiest time of a person's life	Every action we make are watched closely and judged by the community.	2.0	ADU	3	Elaboration , Body
308	So we must give them opportunity to achieve their goal.	Gender Equality at university admission	So we must give them opportunity to achieve their goal.	4.0	ADU	2	Elaboration , Conclusion
5607	Being by nature introvert, I have to spend much time and efforts on adjusting to surroundings and especially new people.	Type of temper and advantages of individual work as best arguments in favor of studying alone	Being by nature introvert, I have to spend much time and efforts on adjusting to surroundings and especially new people.	2.0	ADU	3	Transition , Body
1410	Hence, the installation of CCTV cameras may help the employees escape this situation because the customers know very well that their conversations are recorded.	Use of CCTV cameras	Hence, the installation of CCTV cameras may help the employees escape this situation because the customers know very well that their conversations are recorded.	3.0	ADU	3	Transition , Body
4710	Not only did he cause lots of damage to the society property, but also bring sorry to his family.	Children managing their own money - best way to learn responsibility	Not only did he cause lots of damage to the society property, but also bring sorry to his family.	3.0	ADU	3	Transition , Body
5956	After all, in society, there is hardly anyone who could has big achievement by oneself.	Sense of cooperation	After all, in society, there is hardly anyone who could has big achievement by oneself.	3.0	ADU	3	Transition , Body
3256	The agriculture field has only thirty percent as a market part.	A university plans to devlope a new research centre in your country	The agriculture field has only thirty percent as a market part.	3.0	ADU	3	Elaboration , Body
2168	Businessmen, for example, use computer device to presentation or communication with their colleagues.	Nowadays human activities are influenced by computer use	Businessmen, for example, use computer device to presentation or communication with their colleagues.	3.0	ADU	3	Support , Body
1416	Ergo, opponents of this system should try to comprehend the situation and take actions to prevent themselves from being victims of crime.	Use of CCTV cameras	Ergo, opponents of this system should try to comprehend the situation and take actions to prevent themselves from being victims of crime.	4.0	ADU	3	Suggestion , Body
3880	Parents can use many methods to guide them to achieve that, for example, asking them to do some housework or clean the rooms by themselves.	Parents can help their teenage children prepare for adult life	Parents can use many methods to guide them to achieve that, for example, asking them to do some housework or clean the rooms by themselves.	1.0	Non-ADU	0	Elaboration , Introduction
5879	As recent surveys showed, inspired by the fame and wealth, children now prefer more to become an actor/actress or a sports star than it was in the past.	Question about the influence of the media coverage of celebrities	As recent surveys showed, inspired by the fame and wealth, children now prefer more to become an actor/actress or a sports star than it was in the past.	3.0	ADU	3	Elaboration , Body
1702	Innocent suspects, eventually, can face unfair juridical decision and pay twice for their previous inadequate actions.	Jury must have access to criminals' past records	Innocent suspects, eventually, can face unfair juridical decision and pay twice for their previous inadequate actions.	3.0	ADU	3	Elaboration , Body
5143	"Technology designed to make people's lives simpler often make them more complicated

Many people think they are blessed to be in the era of high technology."	Technology designed to make people's lives simpler often make them more complicated	"Technology designed to make people's lives simpler often make them more complicated

Many people think they are blessed to be in the era of high technology."	0.0	Non-ADU	0	Elaboration , Body
5354	This issue is a controversial one, but in my opinion a closer examination reveals that mass media deal too much with superficial things for different reasons.	Famous people are bothered by the media	This issue is a controversial one, but in my opinion a closer examination reveals that mass media deal too much with superficial things for different reasons.	1.0	ADU	1	Elaboration , Introduction
5093	Admittedly, sometimes we have to use emails if the team members are not located in the same place.	Do you think classmates or colleagues should work on projects in person or by e-mail	Admittedly, sometimes we have to use emails if the team members are not located in the same place.	4.0	ADU	3	Elaboration , Body
2941	If you are the type that gets easily distracted, a distance-learning program may not be for you.	Study at home by using technology/study or traditional school	If you are the type that gets easily distracted, a distance-learning program may not be for you.	4.0	ADU	3	Elaboration , Body
2405	"Opinions regarding world culture

There are many different opinions regarding world culture."	Opinions regarding world culture	"Opinions regarding world culture

There are many different opinions regarding world culture."	0.0	Non-ADU	0	Transition , Introduction
1087	Therefore, there is a risk that children may be exposed to unhealthy contents, such as violence or pornography, arranged in the games by such companies to secure financial survival.	Traditional games or modern games in developing children's skills	Therefore, there is a risk that children may be exposed to unhealthy contents, such as violence or pornography, arranged in the games by such companies to secure financial survival.	4.0	ADU	3	Transition , Body
5920	To conclude, I would say that people should create a sense of co-operation in their children to make them feel more accomplished in life.	People should create a sense of co-operation in their children	To conclude, I would say that people should create a sense of co-operation in their children to make them feel more accomplished in life.	5.0	ADU	1	Elaboration , Introduction
3404	For example, my boss worked tirelessly for his promotion.	Luck vs hard work	For example, my boss worked tirelessly for his promotion.	4.0	ADU	3	Elaboration , Body
6325	This has an overall effect on personality and future of an individual.	Effect of celebrities on youth	This has an overall effect on personality and future of an individual.	4.0	ADU	2	Prompt , Conclusion
3218	Instead of using many private cars, people can use public transportation, such as bus, train, subway, each one can get far more people and less oil and gasoline are used up per person.	Public transportation keeps society from the depletion of natural resources	Instead of using many private cars, people can use public transportation, such as bus, train, subway, each one can get far more people and less oil and gasoline are used up per person.	2.0	ADU	3	Transition , Body
4354	In conclusion, students can learn more thoroughly as well as showing respect for professors and themselves through attending classes.	University students should attend classes or not?	In conclusion, students can learn more thoroughly as well as showing respect for professors and themselves through attending classes.	5.0	ADU	1	Transition , Conclusion
5634	Historic buildings answer many questions, which are mysterious about our previous ancestors; thereby no one can determine the price of the historic buildings.	Replacing old buildings is important for any city but it should not affect historic houses	Historic buildings answer many questions, which are mysterious about our previous ancestors; thereby no one can determine the price of the historic buildings.	2.0	ADU	2	Prompt , Body
322	In conclusion, I reckon that for the young adults it will be better to live with their parents, because of the benefits they will have.	Some young adults want independence from their parents quickly	In conclusion, I reckon that for the young adults it will be better to live with their parents, because of the benefits they will have.	4.0	ADU	1	Transition , Introduction
248	People tend to use slangs and abbreviated words to shorten their writing and save more time in communicating for other activities.	Email and text messaging threats written language	People tend to use slangs and abbreviated words to shorten their writing and save more time in communicating for other activities.	3.0	ADU	3	Transition , Body
5793	Here are some reasons and examples to illustrate my viewpoint.	The city which I enjoy the most is a combination of history and modernity	Here are some reasons and examples to illustrate my viewpoint.	1.0	Non-ADU	0	Elaboration , Introduction
1862	As a token of goodwill, richer nations can provide financial service to poorer countries to encourage trading.	Richer nations should help poorer nations in health, education and trade	As a token of goodwill, richer nations can provide financial service to poorer countries to encourage trading.	4.0	ADU	3	Prompt , Body
6657	The more people in the country become educated, the better chance it can develop.	Education plays an important role in the socioeconomic status of a country	The more people in the country become educated, the better chance it can develop.	4.0	ADU	2	Prompt , Conclusion
1287	With people raising their awareness of the green economy, the products free of pollutants are increasingly prevalent among clients, which means eco-friendly businesses can make a favorable impression on customers today, triggering sales.	Economic development vs environment	With people raising their awareness of the green economy, the products free of pollutants are increasingly prevalent among clients, which means eco-friendly businesses can make a favorable impression on customers today, triggering sales.	3.0	ADU	3	Elaboration , Body
231	Moreover, they contend that good television programs do teach students.	Lessons with teachers versus others sources	Moreover, they contend that good television programs do teach students.	3.0	ADU	3	Transition , Body
4502	In my opinion, one of the main reasons for supporting this statement is that successful people can learn important and very valuable points from trying new things.	Successful people try new things and take risks	In my opinion, one of the main reasons for supporting this statement is that successful people can learn important and very valuable points from trying new things.	1.0	ADU	2	Elaboration , Introduction
5963	In addition to this, all of things are advertised as the best ones result in the confusing for users in picking out the most suitable goods.	Discuss both harms and good of advertising and give your opinion	In addition to this, all of things are advertised as the best ones result in the confusing for users in picking out the most suitable goods.	2.0	ADU	2	Transition , Body
4144	As can be seen from this, is that a hurried decision is almost never a good one.	Haste makes waste	As can be seen from this, is that a hurried decision is almost never a good one.	5.0	ADU	1	Elaboration , Conclusion
3315	According to National Safety Council, riding the bus is over 170 times safer than private care.	Improve roads or public transports	According to National Safety Council, riding the bus is over 170 times safer than private care.	4.0	ADU	3	Elaboration , Body
4271	They are essential to our spiritual life.	Should we require our young children to learn music and art	They are essential to our spiritual life.	3.0	ADU	3	Elaboration , Body
4664	It’s undisputed that in this modern world education has a very important role in the human kind future life.	Big city vs small town	It’s undisputed that in this modern world education has a very important role in the human kind future life.	3.0	ADU	3	Elaboration , Body
91	Will newspapers become a thing of the past?	Will newspapers become a thing of the past?	Will newspapers become a thing of the past?	0.0	Non-ADU	0	Prompt , Introduction
4567	I remember a friend told me one day that because she was watching a telenovela I could not go to her house a certain time during the night.	TV has adverse effects on friends and family	I remember a friend told me one day that because she was watching a telenovela I could not go to her house a certain time during the night.	4.0	ADU	3	Elaboration , Body
318	His habits may be totally different from theirs, his behavior may be inappropriate, but they will have to live with him or even share a room, in order to have less expenses.	Some young adults want independence from their parents quickly	His habits may be totally different from theirs, his behavior may be inappropriate, but they will have to live with him or even share a room, in order to have less expenses.	3.0	ADU	3	Elaboration , Body
5655	In my opinion, we spend most of our time at home with our families than it at school.	Parents are our teachers from the very early time in our life	In my opinion, we spend most of our time at home with our families than it at school.	3.0	ADU	3	Elaboration , Body
4817	Therefore, criminal rate were drop.	Governments should spend money on space exploration or for basic needs of people	Therefore, criminal rate were drop.	2.0	ADU	3	Conclusion , Body
1858	Meanwhile, for the issue of education fee, richer countries should offer scholarships and loan to the qualified students.	Richer nations should help poorer nations in health, education and trade	Meanwhile, for the issue of education fee, richer countries should offer scholarships and loan to the qualified students.	3.0	ADU	2	Suggestion , Body
3671	There you learn, to find your first love, to make new long-lasting friendships and of-course you will have a lot of fun.	School memories	There you learn, to find your first love, to make new long-lasting friendships and of-course you will have a lot of fun.	3.0	ADU	3	Transition , Body
1728	At present, a large number of patients in poor countries are suffering from deaths caused by lack of medication rather than dangerous diseases.	Should the cost of medicines be reduced?	At present, a large number of patients in poor countries are suffering from deaths caused by lack of medication rather than dangerous diseases.	1.0	Non-ADU	0	Transition , Introduction
2183	Interpersonal skill plays an essential role in helping colleagues to cooperate with each other, especially when conflicts arise.	Qualification is still the fundamental determinant of an employee's competency of their jobs	Interpersonal skill plays an essential role in helping colleagues to cooperate with each other, especially when conflicts arise.	3.0	ADU	3	Transition , Body
921	I firmly believe that artists should be given the freedom of expression.	Creativity - should it be given freedom or restrictions	I firmly believe that artists should be given the freedom of expression.	5.0	ADU	1	Suggestion , Conclusion
3352	First, conservation is more urgent now than at any time in history.	Spending money on supporting art or protecting environment	First, conservation is more urgent now than at any time in history.	2.0	ADU	2	Elaboration , Body
5380	Moving some places can give to you a lot of experiences but living in one place like your hometown can make you feel comfortable about the traffic, people and of course the environment.	Staying in one place is better than moving number of places	Moving some places can give to you a lot of experiences but living in one place like your hometown can make you feel comfortable about the traffic, people and of course the environment.	5.0	ADU	2	Rebuttal , Conclusion
852	Animal rights are meant to set limits on human behavior and manipulation of them should be punished as a serious crime.	Humans should be able to use animals for their own benefit?	Animal rights are meant to set limits on human behavior and manipulation of them should be punished as a serious crime.	4.0	ADU	2	Elaboration , Introduction
1859	Lastly, in the area of trade, no one can deny that poorer countries are lagging behind richer countries due to shortage of money.	Richer nations should help poorer nations in health, education and trade	Lastly, in the area of trade, no one can deny that poorer countries are lagging behind richer countries due to shortage of money.	4.0	ADU	2	Prompt , Body
2741	There a person can listen to music, make new friends or enjoy a a drink alone.	Small town vs. Big city (opportunities, entertainment, job places)	There a person can listen to music, make new friends or enjoy a a drink alone.	4.0	ADU	3	Transition , Body
1375	To sum it up, from above mentioned facts it can easily be deduced that nuclear power may appear silver bullet for energy crisis but its disadvantages far outweigh the advantages.	The nuclear power provide clean and cheap energy	To sum it up, from above mentioned facts it can easily be deduced that nuclear power may appear silver bullet for energy crisis but its disadvantages far outweigh the advantages.	5.0	ADU	1	Transition , Conclusion
1433	Via internet they can have connection with the other children all around the world, therefor they can exchange their knowledge, they can learn different cultures.	It is better for children to grow up in the countryside than in a big city?	Via internet they can have connection with the other children all around the world, therefor they can exchange their knowledge, they can learn different cultures.	4.0	ADU	2	Elaboration , Body
6428	Moreover, if we think that killing is the best way to solve the problem, it is neither unethical nor immoral.	Capital punishment; 51% countries have polished death penalty	Moreover, if we think that killing is the best way to solve the problem, it is neither unethical nor immoral.	3.0	ADU	3	Transition , Body
